190	 => 	(1576,2424),(1871,2570)
191	 => 	(887,2427),(996,2485)
192	 => 	(636,2493),(785,2579)
193	 => 	(290,2494),(373,2541)
194	 => 	(118,2498),(239,2547)
195	 => 	(853,2501),(1094,2548)
196	 => 	(1148,2508),(1248,2557)
197	 => 	(444,2510),(571,2542)
198	 => 	(1295,2514),(1483,2578)
199	 => 	(386,2577),(619,2640)
200	 => 	(687,2580),(906,2654)
201	 => 	(1671,2580),(1926,2646)
202	 => 	(122,2585),(308,2658)
203	 => 	(960,2587),(1000,2627)
204	 => 	(1061,2586),(1180,2629)
205	 => 	(1421,2592),(1567,2635)
206	 => 	(1234,2595),(1356,2630)
207	 => 	(582,2671),(728,2732)
208	 => 	(1011,2671),(1202,2722)
209	 => 	(1375,2671),(1550,2752)
210	 => 	(384,2675),(515,2721)
211	 => 	(823,2676),(936,2714)
212	 => 	(1616,2677),(1857,2754)
213	 => 	(122,2691),(301,2732)
214	 => 	(1261,2696),(1329,2717)
215	 => 	(429,2753),(992,2892)
216	 => 	(1400,2753),(1590,2822)
217	 => 	(274,2757),(366,2803)
218	 => 	(1063,2758),(1174,2804)
219	 => 	(1782,2759),(1987,2833)
220	 => 	(1227,2760),(1347,2838)
221	 => 	(116,2772),(219,2829)
222	 => 	(1660,2781),(1719,2808)
223	 => 	(1012,2840),(1107,2885)
224	 => 	(1748,2840),(1928,2888)
225	 => 	(1185,2843),(1353,2925)
226	 => 	(1395,2847),(1480,2909)
227	 => 	(1562,2847),(1681,2886)
228	 => 	(129,2851),(391,2918)
