0	 => 	(1010,103),(1160,211)
1	 => 	(1813,104),(1876,191)
2	 => 	(114,109),(170,162)
3	 => 	(1441,112),(1606,199)
4	 => 	(459,119),(566,172)
5	 => 	(1641,118),(1752,155)
6	 => 	(1208,120),(1408,192)
7	 => 	(833,123),(975,170)
8	 => 	(216,130),(392,183)
9	 => 	(1931,133),(2035,188)
10	 => 	(593,137),(690,201)
11	 => 	(753,145),(784,171)
12	 => 	(1757,227),(1966,289)
13	 => 	(1211,233),(1345,286)
14	 => 	(1404,232),(1545,299)
15	 => 	(1592,234),(1724,292)
16	 => 	(997,241),(1128,305)
17	 => 	(117,244),(312,332)
18	 => 	(713,244),(834,345)
19	 => 	(530,256),(686,321)
20	 => 	(870,256),(951,302)
21	 => 	(357,260),(453,298)
22	 => 	(1165,260),(1187,286)
23	 => 	(1851,342),(2013,403)
24	 => 	(1713,354),(1826,444)
25	 => 	(318,358),(494,423)
26	 => 	(1108,363),(1241,427)
27	 => 	(722,367),(840,451)
28	 => 	(884,366),(980,434)
29	 => 	(1292,366),(1381,410)
30	 => 	(1555,368),(1677,448)
31	 => 	(105,371),(168,418)
32	 => 	(532,376),(682,423)
33	 => 	(212,380),(271,422)
34	 => 	(1026,388),(1069,413)
35	 => 	(1413,390),(1521,416)
36	 => 	(1487,464),(1580,529)
37	 => 	(1372,478),(1449,563)
38	 => 	(1188,480),(1292,531)
39	 => 	(114,481),(234,548)
40	 => 	(1598,481),(1688,532)
41	 => 	(288,486),(423,541)
42	 => 	(477,488),(577,542)
43	 => 	(1024,490),(1139,572)
44	 => 	(1740,490),(1766,525)
45	 => 	(820,492),(974,554)
46	 => 	(1791,503),(1825,531)
47	 => 	(634,507),(688,540)
48	 => 	(720,509),(782,572)
49	 => 	(1836,589),(1966,653)
50	 => 	(1689,597),(1785,655)
51	 => 	(1034,599),(1158,669)
52	 => 	(437,604),(725,694)
53	 => 	(1389,604),(1631,686)
54	 => 	(126,609),(365,665)
55	 => 	(1212,616),(1347,671)
56	 => 	(873,624),(991,694)
57	 => 	(784,638),(834,657)
58	 => 	(121,735),(243,817)
59	 => 	(302,745),(443,816)
60	 => 	(500,903),(619,960)
61	 => 	(1242,905),(1301,951)
62	 => 	(1347,905),(1483,981)
63	 => 	(121,907),(239,964)
64	 => 	(1791,907),(1942,977)
65	 => 	(1033,908),(1174,984)
66	 => 	(1649,908),(1783,1034)
67	 => 	(814,911),(996,963)
68	 => 	(702,916),(760,963)
69	 => 	(290,923),(455,961)
70	 => 	(1527,923),(1608,952)
71	 => 	(1824,978),(1942,1058)
72	 => 	(117,986),(266,1060)
73	 => 	(1273,991),(1442,1070)
74	 => 	(1480,992),(1617,1053)
75	 => 	(885,994),(1021,1045)
76	 => 	(331,997),(518,1051)
77	 => 	(566,997),(705,1047)
78	 => 	(748,1003),(843,1046)
79	 => 	(1062,1005),(1212,1067)
80	 => 	(1277,1072),(1417,1120)
81	 => 	(1466,1073),(1626,1120)
82	 => 	(964,1081),(1194,1206)
83	 => 	(1748,1083),(1872,1129)
84	 => 	(102,1086),(223,1150)
85	 => 	(248,1086),(339,1132)
86	 => 	(641,1086),(774,1129)
87	 => 	(879,1086),(955,1158)
88	 => 	(373,1088),(437,1130)
89	 => 	(1670,1087),(1704,1114)
90	 => 	(472,1090),(607,1130)
91	 => 	(1209,1091),(1237,1120)
92	 => 	(817,1103),(842,1122)
93	 => 	(1376,1156),(1493,1231)
94	 => 	(1540,1158),(1641,1204)
95	 => 	(608,1161),(675,1231)
96	 => 	(112,1162),(303,1247)
97	 => 	(785,1161),(931,1207)
98	 => 	(336,1165),(454,1210)
99	 => 	(724,1165),(755,1205)
100	 => 	(486,1169),(582,1211)
101	 => 	(1669,1169),(1720,1198)
102	 => 	(1224,1171),(1327,1202)
103	 => 	(1857,1330),(1975,1398)
104	 => 	(112,1345),(274,1446)
105	 => 	(1551,1348),(1636,1404)
106	 => 	(1154,1352),(1326,1435)
107	 => 	(1690,1353),(1812,1404)
108	 => 	(956,1359),(1098,1423)
109	 => 	(1461,1361),(1503,1397)
110	 => 	(422,1364),(620,1421)
111	 => 	(734,1364),(910,1411)
112	 => 	(335,1378),(371,1404)
113	 => 	(675,1378),(702,1403)
114	 => 	(1383,1382),(1424,1404)
115	 => 	(114,1471),(196,1557)
116	 => 	(1308,1470),(1370,1520)
117	 => 	(555,1476),(629,1536)
118	 => 	(889,1476),(1105,1525)
119	 => 	(1829,1476),(1982,1521)
120	 => 	(406,1478),(521,1528)
121	 => 	(667,1480),(853,1542)
122	 => 	(1150,1482),(1245,1522)
123	 => 	(1411,1485),(1460,1516)
124	 => 	(1493,1484),(1629,1548)
125	 => 	(1664,1493),(1764,1520)
126	 => 	(227,1497),(349,1563)
127	 => 	(111,1585),(166,1644)
128	 => 	(1488,1588),(1744,1649)
129	 => 	(581,1592),(709,1644)
130	 => 	(222,1595),(524,1685)
131	 => 	(1149,1595),(1291,1674)
132	 => 	(1824,1593),(1950,1644)
133	 => 	(924,1600),(1090,1649)
134	 => 	(1359,1602),(1431,1643)
135	 => 	(741,1606),(874,1680)
136	 => 	(123,1707),(240,1765)
137	 => 	(475,1708),(634,1764)
138	 => 	(1662,1709),(1726,1763)
139	 => 	(1788,1708),(1978,1759)
140	 => 	(682,1710),(772,1771)
141	 => 	(1345,1715),(1393,1759)
142	 => 	(1085,1718),(1293,1792)
143	 => 	(1427,1719),(1521,1772)
144	 => 	(812,1722),(937,1787)
145	 => 	(1575,1735),(1609,1761)
146	 => 	(288,1741),(419,1807)
147	 => 	(996,1745),(1033,1765)
148	 => 	(1830,1825),(2008,1879)
149	 => 	(1591,1828),(1786,1881)
150	 => 	(1030,1832),(1132,1921)
151	 => 	(1190,1833),(1422,1905)
152	 => 	(1468,1833),(1535,1886)
153	 => 	(439,1837),(557,1897)
154	 => 	(613,1836),(801,1910)
155	 => 	(874,1843),(987,1897)
156	 => 	(135,1858),(175,1892)
157	 => 	(227,1862),(367,1917)
158	 => 	(1866,1926),(1960,2000)
159	 => 	(456,1943),(628,2019)
160	 => 	(1539,1946),(1773,2044)
161	 => 	(127,1947),(157,2000)
162	 => 	(1390,1949),(1494,2013)
163	 => 	(211,1950),(387,2012)
164	 => 	(933,1954),(1100,2031)
165	 => 	(706,1956),(864,2044)
166	 => 	(1166,1963),(1304,2019)
167	 => 	(128,2063),(251,2127)
168	 => 	(452,2064),(612,2163)
169	 => 	(306,2069),(390,2125)
170	 => 	(866,2069),(1069,2172)
171	 => 	(1368,2071),(1753,2142)
172	 => 	(1153,2074),(1288,2136)
173	 => 	(662,2102),(764,2129)
174	 => 	(127,2228),(218,2288)
175	 => 	(1726,2240),(1897,2304)
176	 => 	(966,2245),(1097,2298)
177	 => 	(1172,2244),(1280,2297)
178	 => 	(1293,2245),(1678,2407)
179	 => 	(705,2251),(909,2325)
180	 => 	(516,2254),(640,2297)
181	 => 	(118,2260),(829,2490)
182	 => 	(836,2331),(877,2377)
183	 => 	(1723,2338),(1790,2385)
184	 => 	(1152,2341),(1236,2385)
185	 => 	(1853,2341),(2017,2419)
186	 => 	(922,2343),(1074,2407)
187	 => 	(1197,2421),(1338,2478)
188	 => 	(1044,2422),(1136,2473)
189	 => 	(1424,2424),(1546,2474)
