78	 => 	(616,1066),(730,1100)
79	 => 	(765,1062),(862,1117)
80	 => 	(387,1062),(474,1096)
81	 => 	(146,1062),(361,1124)
82	 => 	(1215,1061),(1302,1097)
83	 => 	(990,1057),(1164,1099)
84	 => 	(74,1055),(112,1096)
85	 => 	(150,996),(235,1042)
86	 => 	(1109,995),(1177,1013)
87	 => 	(940,989),(974,1012)
88	 => 	(995,988),(1087,1033)
89	 => 	(767,987),(838,1017)
90	 => 	(443,986),(570,1033)
91	 => 	(1219,984),(1323,1014)
92	 => 	(591,984),(738,1018)
93	 => 	(364,984),(421,1033)
94	 => 	(269,984),(348,1020)
95	 => 	(75,980),(132,1039)
96	 => 	(871,979),(915,1014)
97	 => 	(920,920),(951,937)
98	 => 	(450,918),(470,936)
99	 => 	(222,918),(249,937)
100	 => 	(477,909),(608,956)
101	 => 	(271,908),(415,960)
102	 => 	(973,907),(1003,932)
103	 => 	(636,904),(751,953)
104	 => 	(1125,901),(1208,936)
105	 => 	(768,900),(886,957)
106	 => 	(1032,898),(1092,937)
107	 => 	(75,895),(183,964)
108	 => 	(1238,886),(1318,932)
109	 => 	(815,781),(886,802)
110	 => 	(1112,778),(1161,798)
111	 => 	(323,778),(388,808)
112	 => 	(480,775),(505,804)
113	 => 	(223,775),(305,806)
114	 => 	(74,774),(202,832)
115	 => 	(522,723),(638,805)
116	 => 	(405,773),(451,822)
117	 => 	(1025,771),(1096,803)
118	 => 	(916,769),(997,821)
119	 => 	(641,720),(797,804)
120	 => 	(805,727),(826,747)
121	 => 	(313,726),(406,753)
122	 => 	(1112,725),(1138,743)
123	 => 	(164,725),(228,755)
124	 => 	(247,724),(292,753)
125	 => 	(66,723),(149,769)
126	 => 	(426,722),(519,752)
127	 => 	(1158,720),(1249,763)
128	 => 	(850,715),(947,747)
129	 => 	(966,714),(1086,760)
130	 => 	(497,668),(563,698)
131	 => 	(707,667),(813,712)
132	 => 	(377,664),(472,699)
133	 => 	(220,664),(347,701)
134	 => 	(590,662),(682,697)
135	 => 	(985,660),(1079,706)
136	 => 	(848,659),(963,713)
137	 => 	(78,656),(178,710)
138	 => 	(1190,603),(1297,706)
139	 => 	(1016,615),(1073,635)
140	 => 	(190,614),(306,642)
141	 => 	(467,610),(508,642)
142	 => 	(543,606),(665,642)
143	 => 	(1098,604),(1189,690)
144	 => 	(684,604),(785,657)
145	 => 	(82,603),(160,642)
146	 => 	(896,602),(990,655)
147	 => 	(827,602),(868,633)
148	 => 	(330,601),(413,640)
149	 => 	(201,495),(306,544)
150	 => 	(80,489),(164,545)
151	 => 	(521,425),(557,439)
152	 => 	(581,415),(662,463)
153	 => 	(808,409),(900,452)
154	 => 	(83,405),(247,443)
155	 => 	(917,401),(1088,458)
156	 => 	(291,401),(485,463)
157	 => 	(679,398),(773,459)
158	 => 	(1125,397),(1190,436)
159	 => 	(1224,393),(1312,435)
160	 => 	(478,338),(523,384)
161	 => 	(1195,335),(1218,354)
162	 => 	(422,329),(465,360)
163	 => 	(1155,327),(1179,352)
164	 => 	(538,327),(651,379)
165	 => 	(682,323),(760,382)
166	 => 	(191,323),(284,361)
167	 => 	(316,322),(386,361)
168	 => 	(1064,321),(1129,354)
169	 => 	(74,320),(171,366)
170	 => 	(789,319),(864,355)
171	 => 	(913,317),(966,376)
172	 => 	(990,307),(1055,354)
173	 => 	(941,260),(1015,276)
174	 => 	(685,257),(714,275)
175	 => 	(352,249),(456,283)
176	 => 	(140,247),(186,281)
177	 => 	(69,246),(114,279)
178	 => 	(1034,244),(1123,300)
179	 => 	(482,244),(574,302)
180	 => 	(862,243),(923,274)
181	 => 	(588,243),(654,296)
182	 => 	(731,241),(829,294)
183	 => 	(211,238),(331,283)
184	 => 	(1140,236),(1223,297)
185	 => 	(1232,227),(1343,269)
186	 => 	(237,174),(303,199)
187	 => 	(776,172),(791,190)
188	 => 	(580,168),(635,202)
189	 => 	(352,166),(459,217)
190	 => 	(475,161),(556,231)
191	 => 	(77,161),(210,222)
192	 => 	(655,159),(754,220)
193	 => 	(1061,155),(1151,195)
194	 => 	(805,154),(902,191)
195	 => 	(928,153),(1030,211)
196	 => 	(1169,150),(1311,193)
197	 => 	(497,97),(524,119)
198	 => 	(393,90),(461,137)
199	 => 	(1286,87),(1358,127)
200	 => 	(554,81),(651,115)
201	 => 	(804,79),(940,129)
202	 => 	(303,78),(378,116)
203	 => 	(1091,77),(1168,104)
204	 => 	(143,77),(268,129)
205	 => 	(954,74),(1072,133)
206	 => 	(75,72),(115,109)
207	 => 	(1208,69),(1253,128)
208	 => 	(673,68),(773,141)
