0	 => 	(1,1),(29,189)
1	 => 	(263,186),(427,371)
2	 => 	(10,190),(42,422)
3	 => 	(2015,191),(2327,293)
4	 => 	(594,203),(1513,339)
5	 => 	(456,206),(594,343)
6	 => 	(77,240),(93,262)
7	 => 	(1729,451),(1900,552)
8	 => 	(1154,460),(1700,553)
9	 => 	(1063,477),(1135,547)
10	 => 	(927,482),(1045,553)
11	 => 	(290,618),(1150,711)
12	 => 	(298,775),(627,832)
13	 => 	(1359,787),(1694,856)
14	 => 	(109,886),(149,1129)
15	 => 	(374,915),(585,995)
16	 => 	(415,1026),(673,1125)
17	 => 	(965,1099),(1006,1173)
18	 => 	(1,1189),(26,1396)
19	 => 	(1454,1246),(1663,1326)
20	 => 	(615,1324),(723,1343)
21	 => 	(376,1325),(597,1422)
22	 => 	(1421,1355),(1620,1396)
23	 => 	(1459,1407),(1638,1488)
24	 => 	(1,1411),(36,1450)
25	 => 	(906,1417),(1142,1497)
26	 => 	(1729,1449),(2010,1561)
27	 => 	(1313,1452),(1371,1475)
28	 => 	(324,1481),(464,1543)
29	 => 	(2043,1492),(2280,1610)
30	 => 	(517,1503),(687,1573)
31	 => 	(371,1554),(550,1644)
32	 => 	(962,1566),(1338,1695)
33	 => 	(1268,1580),(1291,1598)
34	 => 	(1056,1649),(1152,1731)
35	 => 	(1,1661),(93,2716)
36	 => 	(1714,1675),(2142,1860)
37	 => 	(1437,1717),(1635,1781)
38	 => 	(2189,1725),(2289,1807)
39	 => 	(1037,1732),(1058,1753)
40	 => 	(1320,1733),(1380,1752)
41	 => 	(451,1948),(587,2038)
42	 => 	(340,2024),(374,2043)
43	 => 	(1378,2041),(1604,2119)
44	 => 	(1961,2046),(2060,2105)
45	 => 	(1891,2049),(1944,2103)
46	 => 	(455,2072),(770,2151)
47	 => 	(2099,2084),(2115,2102)
48	 => 	(998,2099),(1022,2120)
49	 => 	(507,2180),(626,2242)
50	 => 	(652,2209),(714,2228)
51	 => 	(1295,2262),(1381,2330)
52	 => 	(1377,2284),(1511,2343)
53	 => 	(1201,2295),(1260,2318)
54	 => 	(1599,2298),(2001,2415)
55	 => 	(2145,2339),(2377,2766)
56	 => 	(452,2376),(700,2476)
57	 => 	(1303,2435),(1505,2521)
58	 => 	(1125,2444),(1190,2469)
59	 => 	(1528,2480),(2144,2626)
60	 => 	(322,2594),(517,2659)
61	 => 	(537,2631),(554,2648)
62	 => 	(1317,2669),(1486,2777)
63	 => 	(1177,2690),(1251,2711)
64	 => 	(1595,2727),(2067,2864)
65	 => 	(1192,2833),(1220,2853)
66	 => 	(1238,2844),(1731,2931)
67	 => 	(80,2886),(173,2966)
68	 => 	(1784,2892),(2139,2999)
69	 => 	(1076,2912),(1204,2979)
70	 => 	(1734,2940),(1854,2991)
71	 => 	(377,2948),(440,2999)
72	 => 	(1884,2947),(1933,2999)
73	 => 	(1246,2950),(1494,2999)
74	 => 	(42,2963),(65,2999)
75	 => 	(1527,2974),(1628,2999)
